job_id,case_id,variant,video_path,prompt,prompt_chars,event_count,avoid_count,duration_sec,primary_source,fallback_source,route,video_conditioned_primary,fallback_allowed,claim_boundary,expected_output_wav,expected_metrics_json,expected_failure_json,ready_for_generation,qa_flags
w18_011_kitchen_chop_sizzle_001_naive,kitchen_chop_sizzle_001,naive,cases/kitchen_chop_sizzle_001/input_video.mp4,"Create realistic sound effects for this short video. Scene: kitchen preparation with chopping and pan sizzle. Use natural ambience and match visible actions. Avoid speech, restaurant crowd, music, alarm beep, lyrics, voiceover.",227,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,video_to_audio_primary_with_text_fallback,True,True,MMAudio output can be claimed as V2A only if WAV is actually generated from video input; T2A fallback is not video-synchronized evidence.,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive/w18_011_kitchen_chop_sizzle_001_naive.wav,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive/w18_011_kitchen_chop_sizzle_001_naive.metrics.json,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive/w18_011_kitchen_chop_sizzle_001_naive.failure.json,True,
w18_012_kitchen_chop_sizzle_001_naive_rich,kitchen_chop_sizzle_001,naive_rich,cases/kitchen_chop_sizzle_001/input_video.mp4,"Create realistic sound effects for this short video. Scene: kitchen preparation with chopping and pan sizzle. The visible actions include: around 0.00s, room room_tone with small indoor kitchen room tone; around 0.00s, knife knife_chops with rhythmic vegetable chopping on wooden board; around 0.00s, pan pan_sizzle_rise with oil and food sizzling in pan; around 0.00s, plate plate_set_down with ceramic plate placed on counter. Make the sounds natural, synchronized, and cinematic. Avoid speech, restaurant crowd, music, alarm beep, lyrics, voiceover.",552,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,video_to_audio_primary_with_text_fallback,True,True,MMAudio output can be claimed as V2A only if WAV is actually generated from video input; T2A fallback is not video-synchronized evidence.,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive_rich/w18_012_kitchen_chop_sizzle_001_naive_rich.wav,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive_rich/w18_012_kitchen_chop_sizzle_001_naive_rich.metrics.json,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive_rich/w18_012_kitchen_chop_sizzle_001_naive_rich.failure.json,True,
w18_013_kitchen_chop_sizzle_001_dss_global,kitchen_chop_sizzle_001,dss_global,cases/kitchen_chop_sizzle_001/input_video.mp4,"Generate synchronized audio for a 10.0s video. Global scene: kitchen preparation with chopping and pan sizzle. Overall style: realistic Foley, no speech, no background music. Keep ambience stable, keep foley clear, avoid forbidden content: speech, restaurant crowd, music, alarm beep, lyrics, voiceover.",303,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,dss_prompt_to_video_to_audio_primary_with_text_fallback,True,True,DSS prompt controls generation input; only true video-conditioned model output can be claimed as V2A.,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_global/w18_013_kitchen_chop_sizzle_001_dss_global.wav,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_global/w18_013_kitchen_chop_sizzle_001_dss_global.metrics.json,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_global/w18_013_kitchen_chop_sizzle_001_dss_global.failure.json,True,
w18_014_kitchen_chop_sizzle_001_dss_event_timeline,kitchen_chop_sizzle_001,dss_event_timeline,cases/kitchen_chop_sizzle_001/input_video.mp4,"Generate audio for a 10.0s video using this event timeline. Scene: kitchen preparation with chopping and pan sizzle. Event timeline: 0.00s: object=room; action=room_tone; sound=small indoor kitchen room tone; layer=foley; priority=1; tolerance=500ms | 0.00s: object=knife; action=knife_chops; sound=rhythmic vegetable chopping on wooden board; layer=foley; priority=5; tolerance=100ms | 0.00s: object=pan; action=pan_sizzle_rise; sound=oil and food sizzling in pan; layer=foley; priority=4; tolerance=250ms | 0.00s: object=plate; action=plate_set_down; sound=ceramic plate placed on counter; layer=foley; priority=3; tolerance=120ms. Preserve temporal order. Align transient sounds to event timestamps. Do not add: speech, restaurant crowd, music, alarm beep, lyrics, voiceover.",778,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,dss_prompt_to_video_to_audio_primary_with_text_fallback,True,True,DSS prompt controls generation input; only true video-conditioned model output can be claimed as V2A.,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_event_timeline/w18_014_kitchen_chop_sizzle_001_dss_event_timeline.wav,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_event_timeline/w18_014_kitchen_chop_sizzle_001_dss_event_timeline.metrics.json,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_event_timeline/w18_014_kitchen_chop_sizzle_001_dss_event_timeline.failure.json,True,
w18_015_kitchen_chop_sizzle_001_dss_layer_avoid,kitchen_chop_sizzle_001,dss_layer_avoid,cases/kitchen_chop_sizzle_001/input_video.mp4,"Generate layered video-synchronized audio. Scene layer: kitchen preparation with chopping and pan sizzle. Foley layer must emphasize these events: 0.00s: object=room; action=room_tone; sound=small indoor kitchen room tone; layer=foley; priority=1; tolerance=500ms | 0.00s: object=knife; action=knife_chops; sound=rhythmic vegetable chopping on wooden board; layer=foley; priority=5; tolerance=100ms | 0.00s: object=pan; action=pan_sizzle_rise; sound=oil and food sizzling in pan; layer=foley; priority=4; tolerance=250ms | 0.00s: object=plate; action=plate_set_down; sound=ceramic plate placed on counter; layer=foley; priority=3; tolerance=120ms. Ambience layer should remain low, continuous, and non-dominant. Music layer should be absent unless explicitly required. Forbidden content: speech, restaurant crowd, music, alarm beep, lyrics, voiceover. No speech, no lyrics, no unrelated background music.",904,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,dss_prompt_to_video_to_audio_primary_with_text_fallback,True,True,DSS prompt controls generation input; only true video-conditioned model output can be claimed as V2A.,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_layer_avoid/w18_015_kitchen_chop_sizzle_001_dss_layer_avoid.wav,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_layer_avoid/w18_015_kitchen_chop_sizzle_001_dss_layer_avoid.metrics.json,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_layer_avoid/w18_015_kitchen_chop_sizzle_001_dss_layer_avoid.failure.json,True,
w18_016_robot_warehouse_pick_001_naive,robot_warehouse_pick_001,naive,cases/robot_warehouse_pick_001/input_video.mp4,"Create realistic sound effects for this short video. Scene: robot arm picking an item in a warehouse. Use natural ambience and match visible actions. Avoid human speech, music, explosion, vehicle horn, speech, lyrics, voiceover.",228,4,7,10.0,MMAudio,StableAudioOpen_or_T2A,video_to_audio_primary_with_text_fallback,True,True,MMAudio output can be claimed as V2A only if WAV is actually generated from video input; T2A fallback is not video-synchronized evidence.,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive/w18_016_robot_warehouse_pick_001_naive.wav,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive/w18_016_robot_warehouse_pick_001_naive.metrics.json,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive/w18_016_robot_warehouse_pick_001_naive.failure.json,True,
w18_017_robot_warehouse_pick_001_naive_rich,robot_warehouse_pick_001,naive_rich,cases/robot_warehouse_pick_001/input_video.mp4,"Create realistic sound effects for this short video. Scene: robot arm picking an item in a warehouse. The visible actions include: around 0.00s, warehouse warehouse_hum with low warehouse ventilation hum; around 0.00s, servo servo_arm_move with precise electric servo arm movement; around 0.00s, box box_lift with cardboard box lifted from shelf; around 0.00s, confirm confirm_beep with short clean robot confirmation beep. Make the sounds natural, synchronized, and cinematic. Avoid human speech, music, explosion, vehicle horn, speech, lyrics, voiceover.",556,4,7,10.0,MMAudio,StableAudioOpen_or_T2A,video_to_audio_primary_with_text_fallback,True,True,MMAudio output can be claimed as V2A only if WAV is actually generated from video input; T2A fallback is not video-synchronized evidence.,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive_rich/w18_017_robot_warehouse_pick_001_naive_rich.wav,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive_rich/w18_017_robot_warehouse_pick_001_naive_rich.metrics.json,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive_rich/w18_017_robot_warehouse_pick_001_naive_rich.failure.json,True,
w18_018_robot_warehouse_pick_001_dss_global,robot_warehouse_pick_001,dss_global,cases/robot_warehouse_pick_001/input_video.mp4,"Generate synchronized audio for a 10.0s video. Global scene: robot arm picking an item in a warehouse. Overall style: realistic Foley, no speech, no background music. Keep ambience stable, keep foley clear, avoid forbidden content: human speech, music, explosion, vehicle horn, speech, lyrics, voiceover.",304,4,7,10.0,MMAudio,StableAudioOpen_or_T2A,dss_prompt_to_video_to_audio_primary_with_text_fallback,True,True,DSS prompt controls generation input; only true video-conditioned model output can be claimed as V2A.,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_global/w18_018_robot_warehouse_pick_001_dss_global.wav,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_global/w18_018_robot_warehouse_pick_001_dss_global.metrics.json,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_global/w18_018_robot_warehouse_pick_001_dss_global.failure.json,True,
w18_019_robot_warehouse_pick_001_dss_event_timeline,robot_warehouse_pick_001,dss_event_timeline,cases/robot_warehouse_pick_001/input_video.mp4,"Generate audio for a 10.0s video using this event timeline. Scene: robot arm picking an item in a warehouse. Event timeline: 0.00s: object=warehouse; action=warehouse_hum; sound=low warehouse ventilation hum; layer=foley; priority=1; tolerance=600ms | 0.00s: object=servo; action=servo_arm_move; sound=precise electric servo arm movement; layer=foley; priority=4; tolerance=180ms | 0.00s: object=box; action=box_lift; sound=cardboard box lifted from shelf; layer=foley; priority=5; tolerance=150ms | 0.00s: object=confirm; action=confirm_beep; sound=short clean robot confirmation beep; layer=foley; priority=3; tolerance=80ms. Preserve temporal order. Align transient sounds to event timestamps. Do not add: human speech, music, explosion, vehicle horn, speech, lyrics, voiceover.",781,4,7,10.0,MMAudio,StableAudioOpen_or_T2A,dss_prompt_to_video_to_audio_primary_with_text_fallback,True,True,DSS prompt controls generation input; only true video-conditioned model output can be claimed as V2A.,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_event_timeline/w18_019_robot_warehouse_pick_001_dss_event_timeline.wav,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_event_timeline/w18_019_robot_warehouse_pick_001_dss_event_timeline.metrics.json,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_event_timeline/w18_019_robot_warehouse_pick_001_dss_event_timeline.failure.json,True,
w18_020_robot_warehouse_pick_001_dss_layer_avoid,robot_warehouse_pick_001,dss_layer_avoid,cases/robot_warehouse_pick_001/input_video.mp4,"Generate layered video-synchronized audio. Scene layer: robot arm picking an item in a warehouse. Foley layer must emphasize these events: 0.00s: object=warehouse; action=warehouse_hum; sound=low warehouse ventilation hum; layer=foley; priority=1; tolerance=600ms | 0.00s: object=servo; action=servo_arm_move; sound=precise electric servo arm movement; layer=foley; priority=4; tolerance=180ms | 0.00s: object=box; action=box_lift; sound=cardboard box lifted from shelf; layer=foley; priority=5; tolerance=150ms | 0.00s: object=confirm; action=confirm_beep; sound=short clean robot confirmation beep; layer=foley; priority=3; tolerance=80ms. Ambience layer should remain low, continuous, and non-dominant. Music layer should be absent unless explicitly required. Forbidden content: human speech, music, explosion, vehicle horn, speech, lyrics, voiceover. No speech, no lyrics, no unrelated background music.",907,4,7,10.0,MMAudio,StableAudioOpen_or_T2A,dss_prompt_to_video_to_audio_primary_with_text_fallback,True,True,DSS prompt controls generation input; only true video-conditioned model output can be claimed as V2A.,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_layer_avoid/w18_020_robot_warehouse_pick_001_dss_layer_avoid.wav,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_layer_avoid/w18_020_robot_warehouse_pick_001_dss_layer_avoid.metrics.json,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_layer_avoid/w18_020_robot_warehouse_pick_001_dss_layer_avoid.failure.json,True,
w18_021_street_rain_crosswalk_001_naive,street_rain_crosswalk_001,naive,cases/street_rain_crosswalk_001/input_video.mp4,"Create realistic sound effects for this short video. Scene: rainy street crosswalk with passing footsteps and vehicles. Use natural ambience and match visible actions. Avoid clear sunny ambience, music, speech, sirens, lyrics, voiceover.",237,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,video_to_audio_primary_with_text_fallback,True,True,MMAudio output can be claimed as V2A only if WAV is actually generated from video input; T2A fallback is not video-synchronized evidence.,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive/w18_021_street_rain_crosswalk_001_naive.wav,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive/w18_021_street_rain_crosswalk_001_naive.metrics.json,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive/w18_021_street_rain_crosswalk_001_naive.failure.json,True,
w18_022_street_rain_crosswalk_001_naive_rich,street_rain_crosswalk_001,naive_rich,cases/street_rain_crosswalk_001/input_video.mp4,"Create realistic sound effects for this short video. Scene: rainy street crosswalk with passing footsteps and vehicles. The visible actions include: around 0.00s, rain rain_ambience_start with steady light rain and wet street bed; around 0.00s, footsteps footsteps_enter with wet shoes stepping through shallow water; around 0.00s, car car_pass_left_to_right with muffled car pass-by on wet road; around 0.00s, puddle puddle_splash with single sharp puddle splash near camera. Make the sounds natural, synchronized, and cinematic. Avoid clear sunny ambience, music, speech, sirens, lyrics, voiceover.",600,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,video_to_audio_primary_with_text_fallback,True,True,MMAudio output can be claimed as V2A only if WAV is actually generated from video input; T2A fallback is not video-synchronized evidence.,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive_rich/w18_022_street_rain_crosswalk_001_naive_rich.wav,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive_rich/w18_022_street_rain_crosswalk_001_naive_rich.metrics.json,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive_rich/w18_022_street_rain_crosswalk_001_naive_rich.failure.json,True,
w18_023_street_rain_crosswalk_001_dss_global,street_rain_crosswalk_001,dss_global,cases/street_rain_crosswalk_001/input_video.mp4,"Generate synchronized audio for a 10.0s video. Global scene: rainy street crosswalk with passing footsteps and vehicles. Overall style: realistic Foley, no speech, no background music. Keep ambience stable, keep foley clear, avoid forbidden content: clear sunny ambience, music, speech, sirens, lyrics, voiceover.",313,4,6,10.0,MMAudio,StableAudioOpen_or_T2A,dss_prompt_to_video_to_audio_primary_with_text_fallback,True,True,DSS prompt controls generation input; only true video-conditioned model output can be claimed as V2A.,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_global/w18_023_street_rain_crosswalk_001_dss_global.wav,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_global/w18_023_street_rain_crosswalk_001_dss_global.metrics.json,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_global/w18_023_street_rain_crosswalk_001_dss_global.failure.json,True,
