case_id,variant,duration_sec,event_count,avoid_count,prompt_chars,ready_for_generation,validation_errors,prompt
robot_warehouse_pick_001,dss_event_timeline,10.0,4,7,781,True,,"Generate audio for a 10.0s video using this event timeline. Scene: robot arm picking an item in a warehouse. Event timeline: 0.00s: object=warehouse; action=warehouse_hum; sound=low warehouse ventilation hum; layer=foley; priority=1; tolerance=600ms | 0.00s: object=servo; action=servo_arm_move; sound=precise electric servo arm movement; layer=foley; priority=4; tolerance=180ms | 0.00s: object=box; action=box_lift; sound=cardboard box lifted from shelf; layer=foley; priority=5; tolerance=150ms | 0.00s: object=confirm; action=confirm_beep; sound=short clean robot confirmation beep; layer=foley; priority=3; tolerance=80ms. Preserve temporal order. Align transient sounds to event timestamps. Do not add: human speech, music, explosion, vehicle horn, speech, lyrics, voiceover."
robot_warehouse_pick_001,dss_layer_avoid,10.0,4,7,907,True,,"Generate layered video-synchronized audio. Scene layer: robot arm picking an item in a warehouse. Foley layer must emphasize these events: 0.00s: object=warehouse; action=warehouse_hum; sound=low warehouse ventilation hum; layer=foley; priority=1; tolerance=600ms | 0.00s: object=servo; action=servo_arm_move; sound=precise electric servo arm movement; layer=foley; priority=4; tolerance=180ms | 0.00s: object=box; action=box_lift; sound=cardboard box lifted from shelf; layer=foley; priority=5; tolerance=150ms | 0.00s: object=confirm; action=confirm_beep; sound=short clean robot confirmation beep; layer=foley; priority=3; tolerance=80ms. Ambience layer should remain low, continuous, and non-dominant. Music layer should be absent unless explicitly required. Forbidden content: human speech, music, explosion, vehicle horn, speech, lyrics, voiceover. No speech, no lyrics, no unrelated background music."
street_rain_crosswalk_001,naive,10.0,4,6,237,True,,"Create realistic sound effects for this short video. Scene: rainy street crosswalk with passing footsteps and vehicles. Use natural ambience and match visible actions. Avoid clear sunny ambience, music, speech, sirens, lyrics, voiceover."
street_rain_crosswalk_001,naive_rich,10.0,4,6,600,True,,"Create realistic sound effects for this short video. Scene: rainy street crosswalk with passing footsteps and vehicles. The visible actions include: around 0.00s, rain rain_ambience_start with steady light rain and wet street bed; around 0.00s, footsteps footsteps_enter with wet shoes stepping through shallow water; around 0.00s, car car_pass_left_to_right with muffled car pass-by on wet road; around 0.00s, puddle puddle_splash with single sharp puddle splash near camera. Make the sounds natural, synchronized, and cinematic. Avoid clear sunny ambience, music, speech, sirens, lyrics, voiceover."
street_rain_crosswalk_001,dss_global,10.0,4,6,313,True,,"Generate synchronized audio for a 10.0s video. Global scene: rainy street crosswalk with passing footsteps and vehicles. Overall style: realistic Foley, no speech, no background music. Keep ambience stable, keep foley clear, avoid forbidden content: clear sunny ambience, music, speech, sirens, lyrics, voiceover."
street_rain_crosswalk_001,dss_event_timeline,10.0,4,6,826,True,,"Generate audio for a 10.0s video using this event timeline. Scene: rainy street crosswalk with passing footsteps and vehicles. Event timeline: 0.00s: object=rain; action=rain_ambience_start; sound=steady light rain and wet street bed; layer=foley; priority=2; tolerance=500ms | 0.00s: object=footsteps; action=footsteps_enter; sound=wet shoes stepping through shallow water; layer=foley; priority=4; tolerance=180ms | 0.00s: object=car; action=car_pass_left_to_right; sound=muffled car pass-by on wet road; layer=foley; priority=3; tolerance=250ms | 0.00s: object=puddle; action=puddle_splash; sound=single sharp puddle splash near camera; layer=foley; priority=5; tolerance=120ms. Preserve temporal order. Align transient sounds to event timestamps. Do not add: clear sunny ambience, music, speech, sirens, lyrics, voiceover."
street_rain_crosswalk_001,dss_layer_avoid,10.0,4,6,952,True,,"Generate layered video-synchronized audio. Scene layer: rainy street crosswalk with passing footsteps and vehicles. Foley layer must emphasize these events: 0.00s: object=rain; action=rain_ambience_start; sound=steady light rain and wet street bed; layer=foley; priority=2; tolerance=500ms | 0.00s: object=footsteps; action=footsteps_enter; sound=wet shoes stepping through shallow water; layer=foley; priority=4; tolerance=180ms | 0.00s: object=car; action=car_pass_left_to_right; sound=muffled car pass-by on wet road; layer=foley; priority=3; tolerance=250ms | 0.00s: object=puddle; action=puddle_splash; sound=single sharp puddle splash near camera; layer=foley; priority=5; tolerance=120ms. Ambience layer should remain low, continuous, and non-dominant. Music layer should be absent unless explicitly required. Forbidden content: clear sunny ambience, music, speech, sirens, lyrics, voiceover. No speech, no lyrics, no unrelated background music."
subway_arrival_door_001,naive,10.0,4,7,229,True,,"Create realistic sound effects for this short video. Scene: subway train arriving and doors opening. Use natural ambience and match visible actions. Avoid music, speech announcement, car horn, birdsong, speech, lyrics, voiceover."
subway_arrival_door_001,naive_rich,10.0,4,7,597,True,,"Create realistic sound effects for this short video. Scene: subway train arriving and doors opening. The visible actions include: around 0.00s, platform platform_bed with underground platform room tone and distant crowd; around 0.00s, train train_rumble_approach with subway train approaching with low rumble; around 0.00s, brake brake_squeal with metal brake squeal as train stops; around 0.00s, door door_open_chime with door open chime and sliding door start. Make the sounds natural, synchronized, and cinematic. Avoid music, speech announcement, car horn, birdsong, speech, lyrics, voiceover."
subway_arrival_door_001,dss_global,10.0,4,7,305,True,,"Generate synchronized audio for a 10.0s video. Global scene: subway train arriving and doors opening. Overall style: realistic Foley, no speech, no background music. Keep ambience stable, keep foley clear, avoid forbidden content: music, speech announcement, car horn, birdsong, speech, lyrics, voiceover."
subway_arrival_door_001,dss_event_timeline,10.0,4,7,823,True,,"Generate audio for a 10.0s video using this event timeline. Scene: subway train arriving and doors opening. Event timeline: 0.00s: object=platform; action=platform_bed; sound=underground platform room tone and distant crowd; layer=foley; priority=2; tolerance=700ms | 0.00s: object=train; action=train_rumble_approach; sound=subway train approaching with low rumble; layer=foley; priority=4; tolerance=250ms | 0.00s: object=brake; action=brake_squeal; sound=metal brake squeal as train stops; layer=foley; priority=5; tolerance=150ms | 0.00s: object=door; action=door_open_chime; sound=door open chime and sliding door start; layer=foley; priority=3; tolerance=120ms. Preserve temporal order. Align transient sounds to event timestamps. Do not add: music, speech announcement, car horn, birdsong, speech, lyrics, voiceover."
subway_arrival_door_001,dss_layer_avoid,10.0,4,7,949,True,,"Generate layered video-synchronized audio. Scene layer: subway train arriving and doors opening. Foley layer must emphasize these events: 0.00s: object=platform; action=platform_bed; sound=underground platform room tone and distant crowd; layer=foley; priority=2; tolerance=700ms | 0.00s: object=train; action=train_rumble_approach; sound=subway train approaching with low rumble; layer=foley; priority=4; tolerance=250ms | 0.00s: object=brake; action=brake_squeal; sound=metal brake squeal as train stops; layer=foley; priority=5; tolerance=150ms | 0.00s: object=door; action=door_open_chime; sound=door open chime and sliding door start; layer=foley; priority=3; tolerance=120ms. Ambience layer should remain low, continuous, and non-dominant. Music layer should be absent unless explicitly required. Forbidden content: music, speech announcement, car horn, birdsong, speech, lyrics, voiceover. No speech, no lyrics, no unrelated background music."
