candidate_id,case_id,variant,source,has_metrics,has_selector,has_pairwise,pairwise_case_count,is_selector_winner_proxy,is_repair_seed,has_reason_or_metric,missing_evidence,metric_case_id,metric_variant,metric_job_id,metric_selected_wav_path,metric_is_repaired_selected,metric_prompt_chars,metric_sample_rate,metric_channels,metric_sample_width_bytes,metric_duration_sec,metric_rms_dbfs,metric_peak_dbfs,metric_clipped_ratio,metric_active_ratio,metric_silence_ratio,metric_onset_count_proxy,metric_onset_times_sec_proxy,metric_status,metric_flags,selector_case_id,selector_variant,selector_selector_score,selector_acoustic_score,selector_decision,selector_reasons,selector_audio_path,selector_winner_variant,selector_runner_up_variant,selector_best_dss_variant,selector_best_baseline_variant,selector_dss_delta_vs_best_baseline,selector_case_classification
glass_drop_room_001|dss_event_timeline,glass_drop_room_001,dss_event_timeline,,true,,,3,false,false,true,"source,selector",glass_drop_room_001,dss_event_timeline,w18_009_glass_drop_room_001_dss_event_timeline,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_event_timeline/w18_009_glass_drop_room_001_dss_event_timeline.wav,False,780,44100,1,2,6.966,-36.765,-23.0593,0.0,0.99408529,0.00591471,18,"[0.3, 1.08, 1.42, 1.58, 1.74, 1.88, 2.02, 2.18, 2.38, 2.66, 3.7, 4.24, 5.02, 5.24, 5.92, 6.2, 6.52, 6.7]",ok,[],,,,,,,,,,,,,
glass_drop_room_001|dss_event_timeline||artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_event_timeline/w18_009_glass_drop_room_001_dss_event_timeline.wav,glass_drop_room_001,dss_event_timeline,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,glass_drop_room_001,dss_event_timeline,97.0,95.0,selector_candidate,quiet_rms:-36.765|variant_prior:+2.0,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_event_timeline/w18_009_glass_drop_room_001_dss_event_timeline.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,3.5,dss_neutral
glass_drop_room_001|dss_global,glass_drop_room_001,dss_global,,true,,,3,false,false,true,"source,selector",glass_drop_room_001,dss_global,w18_008_glass_drop_room_001_dss_global,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_global/w18_008_glass_drop_room_001_dss_global.wav,False,324,44100,1,2,6.966,-28.5421,-0.0681,0.0,0.99218099,0.00781901,1,[6.52],ok,['near_full_scale_peak'],,,,,,,,,,,,,
glass_drop_room_001|dss_global||artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_global/w18_008_glass_drop_room_001_dss_global.wav,glass_drop_room_001,dss_global,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,glass_drop_room_001,dss_global,92.5,92.0,listen_review,near_full_scale_peak:-0.0681|variant_prior:+0.5|downgrade_selector_candidate_due_to_near_full_scale_peak,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_global/w18_008_glass_drop_room_001_dss_global.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,3.5,dss_neutral
glass_drop_room_001|dss_layer_avoid,glass_drop_room_001,dss_layer_avoid,,true,,,3,false,false,true,"source,selector",glass_drop_room_001,dss_layer_avoid,w18_010_glass_drop_room_001_dss_layer_avoid,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_layer_avoid/w18_010_glass_drop_room_001_dss_layer_avoid.wav,False,923,44100,1,2,6.966,-33.8753,-0.5245,0.0,0.99229167,0.00770833,1,[6.5],ok,[],,,,,,,,,,,,,
glass_drop_room_001|dss_layer_avoid||artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_layer_avoid/w18_010_glass_drop_room_001_dss_layer_avoid.wav,glass_drop_room_001,dss_layer_avoid,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,glass_drop_room_001,dss_layer_avoid,99.5,97.0,selector_candidate,hot_peak:-0.5245|variant_prior:+2.5,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/dss_layer_avoid/w18_010_glass_drop_room_001_dss_layer_avoid.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,3.5,dss_neutral
glass_drop_room_001|naive,glass_drop_room_001,naive,,true,,,3,false,false,true,"source,selector",glass_drop_room_001,naive,w18_006_glass_drop_room_001_naive,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/naive/w18_006_glass_drop_room_001_naive.wav,False,248,44100,1,2,6.966,-28.8087,-0.0003,1.628e-05,0.99447266,0.00552734,1,[6.52],ok,['near_full_scale_peak'],,,,,,,,,,,,,
glass_drop_room_001|naive||artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/naive/w18_006_glass_drop_room_001_naive.wav,glass_drop_room_001,naive,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,glass_drop_room_001,naive,91.8372,91.8372,listen_review,minor_clip:-0.1628|near_full_scale_peak:-0.0003,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/naive/w18_006_glass_drop_room_001_naive.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,3.5,dss_neutral
glass_drop_room_001|naive_rich,glass_drop_room_001,naive_rich,,true,,,3,false,false,true,"source,selector",glass_drop_room_001,naive_rich,w18_007_glass_drop_room_001_naive_rich,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/naive_rich/w18_007_glass_drop_room_001_naive_rich.wav,False,555,44100,1,2,6.966,-36.791,-22.9395,0.0,0.99414714,0.00585286,24,"[0.62, 0.86, 1.08, 1.42, 1.58, 1.74, 2.1, 2.26, 2.38, 2.54, 2.66, 3.14, 3.48, 3.6, 4.72, 4.88, 5.02, 5.18, 5.7, 5.92, 6.2, 6.44, 6.68, 6.88]",ok,[],,,,,,,,,,,,,
glass_drop_room_001|naive_rich||artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/naive_rich/w18_007_glass_drop_room_001_naive_rich.wav,glass_drop_room_001,naive_rich,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,glass_drop_room_001,naive_rich,96.0,95.0,selector_candidate,quiet_rms:-36.791|variant_prior:+1.0,artifacts/model_runs/w18_dss_ablation/glass_drop_room_001/naive_rich/w18_007_glass_drop_room_001_naive_rich.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,3.5,dss_neutral
kitchen_chop_sizzle_001|dss_event_timeline,kitchen_chop_sizzle_001,dss_event_timeline,,true,,,3,false,false,true,"source,selector",kitchen_chop_sizzle_001,dss_event_timeline,w18_014_kitchen_chop_sizzle_001_dss_event_timeline,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_event_timeline/w18_014_kitchen_chop_sizzle_001_dss_event_timeline.wav,False,778,44100,1,2,9.9614,-25.7272,-0.1024,0.0,0.90007649,0.09992351,2,"[1.82, 6.46]",ok,[],,,,,,,,,,,,,
kitchen_chop_sizzle_001|dss_event_timeline||artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_event_timeline/w18_014_kitchen_chop_sizzle_001_dss_event_timeline.wav,kitchen_chop_sizzle_001,dss_event_timeline,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,kitchen_chop_sizzle_001,dss_event_timeline,94.0,92.0,selector_candidate,hot_peak:-0.1024|high_silence_ratio:0.09992351|variant_prior:+2.0,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_event_timeline/w18_014_kitchen_chop_sizzle_001_dss_event_timeline.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,6.5911,dss_improves
kitchen_chop_sizzle_001|dss_global,kitchen_chop_sizzle_001,dss_global,,true,,,3,false,false,true,"source,selector",kitchen_chop_sizzle_001,dss_global,w18_013_kitchen_chop_sizzle_001_dss_global,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_global/w18_013_kitchen_chop_sizzle_001_dss_global.wav,False,303,44100,1,2,9.9614,-23.1706,-0.1368,0.0,0.89846709,0.10153291,9,"[1.82, 3.52, 3.9, 5.1, 5.7, 5.82, 6.46, 7.12, 7.4]",ok,[],,,,,,,,,,,,,
kitchen_chop_sizzle_001|dss_global||artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_global/w18_013_kitchen_chop_sizzle_001_dss_global.wav,kitchen_chop_sizzle_001,dss_global,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,kitchen_chop_sizzle_001,dss_global,92.5,92.0,selector_candidate,hot_peak:-0.1368|high_silence_ratio:0.10153291|variant_prior:+0.5,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_global/w18_013_kitchen_chop_sizzle_001_dss_global.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,6.5911,dss_improves
kitchen_chop_sizzle_001|dss_layer_avoid,kitchen_chop_sizzle_001,dss_layer_avoid,,true,,,3,false,false,true,"source,selector",kitchen_chop_sizzle_001,dss_layer_avoid,w18_015_kitchen_chop_sizzle_001_dss_layer_avoid,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_layer_avoid/w18_015_kitchen_chop_sizzle_001_dss_layer_avoid.wav,False,922,44100,1,2,9.9614,-23.2495,-0.1024,0.0,0.92778218,0.07221782,6,"[1.82, 5.1, 5.7, 5.82, 6.46, 7.12]",ok,[],,,,,,,,,,,,,
kitchen_chop_sizzle_001|dss_layer_avoid||artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_layer_avoid/w18_015_kitchen_chop_sizzle_001_dss_layer_avoid.wav,kitchen_chop_sizzle_001,dss_layer_avoid,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,kitchen_chop_sizzle_001,dss_layer_avoid,97.5,95.0,selector_candidate,hot_peak:-0.1024|moderate_silence_ratio:0.07221782|variant_prior:+2.5,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/dss_layer_avoid/w18_015_kitchen_chop_sizzle_001_dss_layer_avoid.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,6.5911,dss_improves
kitchen_chop_sizzle_001|naive,kitchen_chop_sizzle_001,naive,,true,,,3,false,false,true,"source,selector",kitchen_chop_sizzle_001,naive,w18_011_kitchen_chop_sizzle_001_naive,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive/w18_011_kitchen_chop_sizzle_001_naive.wav,False,227,44100,1,2,9.9614,-17.9157,0.0,4.55e-06,0.96262201,0.03737799,14,"[1.82, 3.52, 3.72, 3.9, 5.1, 5.22, 5.46, 5.66, 5.84, 6.1, 6.28, 6.46, 7.08, 7.38]",ok,['near_full_scale_peak'],,,,,,,,,,,,,
kitchen_chop_sizzle_001|naive||artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive/w18_011_kitchen_chop_sizzle_001_naive.wav,kitchen_chop_sizzle_001,naive,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,kitchen_chop_sizzle_001,naive,89.9545,89.9545,listen_review,minor_clip:-0.0455|near_full_scale_peak:0.0|moderate_silence_ratio:0.03737799,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive/w18_011_kitchen_chop_sizzle_001_naive.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,6.5911,dss_improves
kitchen_chop_sizzle_001|naive_rich,kitchen_chop_sizzle_001,naive_rich,,true,,,3,false,false,true,"source,selector",kitchen_chop_sizzle_001,naive_rich,w18_012_kitchen_chop_sizzle_001_naive_rich,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive_rich/w18_012_kitchen_chop_sizzle_001_naive_rich.wav,False,552,44100,1,2,9.9614,-23.4798,-0.0003,9.11e-06,0.94942362,0.05057638,8,"[5.22, 5.38, 5.66, 5.84, 6.1, 6.46, 7.12, 7.4]",ok,['near_full_scale_peak'],,,,,,,,,,,,,
kitchen_chop_sizzle_001|naive_rich||artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive_rich/w18_012_kitchen_chop_sizzle_001_naive_rich.wav,kitchen_chop_sizzle_001,naive_rich,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,kitchen_chop_sizzle_001,naive_rich,90.9089,89.9089,listen_review,minor_clip:-0.0911|near_full_scale_peak:-0.0003|moderate_silence_ratio:0.05057638|variant_prior:+1.0,artifacts/model_runs/w18_dss_ablation/kitchen_chop_sizzle_001/naive_rich/w18_012_kitchen_chop_sizzle_001_naive_rich.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,6.5911,dss_improves
robot_warehouse_pick_001|dss_event_timeline,robot_warehouse_pick_001,dss_event_timeline,,true,,,3,false,false,true,"source,selector",robot_warehouse_pick_001,dss_event_timeline,w18_019_robot_warehouse_pick_001_dss_event_timeline,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_event_timeline/w18_019_robot_warehouse_pick_001_dss_event_timeline.wav,False,781,44100,1,2,10.0078,-22.7657,-7.1032,0.0,0.87177123,0.12822877,33,"[0.08, 0.38, 0.52, 0.68, 1.0, 1.52, 1.72, 1.92, 2.1, 2.52, 2.74, 2.94, 3.3, 3.52, 3.64, 3.78, 3.9, 4.22, 4.4, 4.58, 4.86, 5.02, 5.32, 5.5, 5.66, 6.06, 6.28, 6.52, 6.68, 6.84, 7.0, 7.12, 7.24]",ok,[],,,,,,,,,,,,,
robot_warehouse_pick_001|dss_event_timeline||artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_event_timeline/w18_019_robot_warehouse_pick_001_dss_event_timeline.wav,robot_warehouse_pick_001,dss_event_timeline,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,robot_warehouse_pick_001,dss_event_timeline,89.0,87.0,listen_review,very_high_silence_ratio:0.12822877|over_dense_onset_proxy:33.0_vs_expected:4|variant_prior:+2.0,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_event_timeline/w18_019_robot_warehouse_pick_001_dss_event_timeline.wav,naive,dss_layer_avoid,dss_layer_avoid,naive,-2.5,dss_neutral
robot_warehouse_pick_001|dss_global,robot_warehouse_pick_001,dss_global,,true,,,3,false,false,true,"source,selector",robot_warehouse_pick_001,dss_global,w18_018_robot_warehouse_pick_001_dss_global,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_global/w18_018_robot_warehouse_pick_001_dss_global.wav,False,304,44100,1,2,10.0078,-14.1672,-0.034,0.0,0.87007414,0.12992586,28,"[0.18, 0.62, 0.84, 0.98, 1.52, 1.9, 2.42, 2.74, 3.14, 3.3, 3.52, 3.64, 3.78, 3.9, 4.58, 4.78, 5.02, 5.16, 5.32, 5.5, 5.66, 6.46, 6.68, 6.9, 7.12, 7.24, 7.48, 7.7]",ok,['near_full_scale_peak'],,,,,,,,,,,,,
robot_warehouse_pick_001|dss_global||artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_global/w18_018_robot_warehouse_pick_001_dss_global.wav,robot_warehouse_pick_001,dss_global,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,robot_warehouse_pick_001,dss_global,78.5,78.0,rejected,near_full_scale_peak:-0.034|loud_rms:-14.1672|very_high_silence_ratio:0.12992586|variant_prior:+0.5,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_global/w18_018_robot_warehouse_pick_001_dss_global.wav,naive,dss_layer_avoid,dss_layer_avoid,naive,-2.5,dss_neutral
robot_warehouse_pick_001|dss_layer_avoid,robot_warehouse_pick_001,dss_layer_avoid,,true,,,3,false,false,true,"source,selector",robot_warehouse_pick_001,dss_layer_avoid,w18_020_robot_warehouse_pick_001_dss_layer_avoid,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_layer_avoid/w18_020_robot_warehouse_pick_001_dss_layer_avoid.wav,False,925,44100,1,2,10.0078,-16.7288,-1.4757,0.0,0.86994499,0.13005501,33,"[0.1, 0.26, 0.38, 0.54, 0.84, 0.98, 1.2, 1.32, 1.52, 1.72, 1.92, 2.12, 2.74, 3.16, 3.3, 3.52, 3.64, 3.78, 3.9, 4.08, 4.32, 4.58, 5.02, 5.22, 5.66, 6.06, 6.52, 6.68, 6.88, 7.12, 7.34, 7.48, 7.7]",ok,[],,,,,,,,,,,,,
robot_warehouse_pick_001|dss_layer_avoid||artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_layer_avoid/w18_020_robot_warehouse_pick_001_dss_layer_avoid.wav,robot_warehouse_pick_001,dss_layer_avoid,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,robot_warehouse_pick_001,dss_layer_avoid,89.5,87.0,listen_review,very_high_silence_ratio:0.13005501|over_dense_onset_proxy:33.0_vs_expected:4|variant_prior:+2.5,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/dss_layer_avoid/w18_020_robot_warehouse_pick_001_dss_layer_avoid.wav,naive,dss_layer_avoid,dss_layer_avoid,naive,-2.5,dss_neutral
robot_warehouse_pick_001|naive,robot_warehouse_pick_001,naive,,true,,,3,false,false,true,"source,selector",robot_warehouse_pick_001,naive,w18_016_robot_warehouse_pick_001_naive,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive/w18_016_robot_warehouse_pick_001_naive.wav,False,228,44100,1,2,10.0078,-18.0394,-0.3109,0.0,0.91639175,0.08360825,15,"[1.2, 1.52, 1.7, 1.82, 3.52, 4.26, 5.22, 5.4, 5.66, 5.94, 6.12, 6.28, 6.5, 6.68, 7.4]",ok,[],,,,,,,,,,,,,
robot_warehouse_pick_001|naive||artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive/w18_016_robot_warehouse_pick_001_naive.wav,robot_warehouse_pick_001,naive,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,robot_warehouse_pick_001,naive,92.0,92.0,selector_candidate,hot_peak:-0.3109|high_silence_ratio:0.08360825,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive/w18_016_robot_warehouse_pick_001_naive.wav,naive,dss_layer_avoid,dss_layer_avoid,naive,-2.5,dss_neutral
robot_warehouse_pick_001|naive_rich,robot_warehouse_pick_001,naive_rich,,true,,,3,false,false,true,"source,selector",robot_warehouse_pick_001,naive_rich,w18_017_robot_warehouse_pick_001_naive_rich,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive_rich/w18_017_robot_warehouse_pick_001_naive_rich.wav,False,556,44100,1,2,10.0078,-14.0528,-0.206,0.0,0.88171812,0.11828188,21,"[0.62, 1.2, 1.52, 1.7, 1.82, 2.66, 3.16, 3.3, 3.52, 3.9, 4.32, 4.58, 5.1, 5.22, 5.4, 5.64, 6.46, 7.24, 7.42, 7.7, 8.7]",ok,[],,,,,,,,,,,,,
robot_warehouse_pick_001|naive_rich||artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive_rich/w18_017_robot_warehouse_pick_001_naive_rich.wav,robot_warehouse_pick_001,naive_rich,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,robot_warehouse_pick_001,naive_rich,87.0,86.0,listen_review,hot_peak:-0.206|loud_rms:-14.0528|high_silence_ratio:0.11828188|variant_prior:+1.0,artifacts/model_runs/w18_dss_ablation/robot_warehouse_pick_001/naive_rich/w18_017_robot_warehouse_pick_001_naive_rich.wav,naive,dss_layer_avoid,dss_layer_avoid,naive,-2.5,dss_neutral
street_rain_crosswalk_001|dss_event_timeline,street_rain_crosswalk_001,dss_event_timeline,,true,,,3,false,false,true,"source,selector",street_rain_crosswalk_001,dss_event_timeline,w18_024_street_rain_crosswalk_001_dss_event_timeline,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_event_timeline/w18_024_street_rain_crosswalk_001_dss_event_timeline.wav,False,826,44100,1,2,8.9397,-16.5888,-3.0593,0.0,0.99935319,0.00064681,14,"[0.28, 0.46, 0.62, 0.86, 1.0, 1.42, 1.56, 1.74, 2.0, 2.26, 2.46, 2.66, 3.9, 6.28]",ok,[],,,,,,,,,,,,,
